SourceFile,EXIF_BitsPerSample,XMP_BitsPerSample
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-1419-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-1429.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-1538-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-24-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-3-09.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-989-17.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-1082.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-1137.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-13-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-1321.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-1322.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-1869.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-2019.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-2022.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-606-18.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-629-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-654-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/64-657.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/65-86.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/69-1196A.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/69-1746.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/72-3113.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/73-326.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/73-3620.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/77-83.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/77-84.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/82-57-72.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/89-45.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/93-145.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/93-235.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/93-361-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-140.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-208-22.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-208-33.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-22-64.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-22-68.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-24.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/95-291.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-1928.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-2036.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-2049.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-2218.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-2255.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/97-2280.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/98-1057.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/98-602.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/98-779.tif,8,
